seq,orderid,orderdate,shipdate,customerid,customername,customertype,국가,도시,주,우편번호,regiontype,productid,bigcategory,subcategory,productname,price,quantity,discount
6528,CA-2016-1577911,23/12/2016 0:00,28/12/2016 0:00,CA-11965,Carol Adams,Corporate,United States,Hoover,Alabama,35244,South,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,49.3,4,0
9142,CA-2016-1394091,05/09/2016 0:00,07/09/2016 0:00,FW-14395,Fred Wasserman,Corporate,United States,Huntsville,Alabama,35810,South,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",97.4,4,0
9686,CA-2017-1186681,02/01/2017 0:00,04/01/2017 0:00,FW-14395,Fred Wasserman,Corporate,United States,Huntsville,Alabama,35810,South,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,50.9,1,0
6992,CA-2015-1093862,08/11/2015 0:00,13/11/2015 0:00,RH-19600,Rob Haberlin,Consumer,United States,Huntsville,Alabama,35810,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,28.4,5,0
2187,CA-2016-1013781,14/07/2016 0:00,14/07/2016 0:00,RH-19600,Rob Haberlin,Consumer,United States,Huntsville,Alabama,35810,South,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,31.9,2,0
8553,CA-2014-1404731,30/05/2014 0:00,03/06/2014 0:00,MC-17425,Mark Cousins,Corporate,United States,Mobile,Alabama,36608,South,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,51.3,3,0.2
1455,CA-2016-1337114,26/11/2016 0:00,29/11/2016 0:00,MC-17425,Mark Cousins,Corporate,United States,Mobile,Alabama,36608,South,TEC-MA-10000010,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,60.2,8,0
4545,CA-2015-1265572,12/07/2015 0:00,17/07/2015 0:00,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116,South,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,19.4,2,0.2
4546,CA-2015-1265573,12/07/2015 0:00,17/07/2015 0:00,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116,South,TEC-PH-10000526,Technology,Phones,Vtech CS6719,11.4,7,0.2
4550,CA-2015-1265577,12/07/2015 0:00,17/07/2015 0:00,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116,South,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,28.4,4,0.2
534,CA-2016-1687531,29/05/2016 0:00,01/06/2016 0:00,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,19.4,5,0
6765,CA-2016-1447643,02/09/2016 0:00,08/09/2016 0:00,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116,South,TEC-MA-10003230,Technology,Machines,Okidata C610n Printer,20.2,3,0.3
5932,US-2017-1695513,07/07/2017 0:00,09/07/2017 0:00,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116,South,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,14.4,2,0.4
5934,US-2017-1695515,07/07/2017 0:00,09/07/2017 0:00,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116,South,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,35.9,3,0.2
5935,US-2017-1695516,07/07/2017 0:00,09/07/2017 0:00,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116,South,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,64.9,2,0.2
6475,CA-2014-1495241,14/01/2014 0:00,15/01/2014 0:00,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,36,4,0.5
9463,US-2017-1096101,25/11/2017 0:00,30/11/2017 0:00,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,89.33,2,0
3883,CA-2015-1298963,15/06/2015 0:00,20/06/2015 0:00,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,FUR-FU-10004904,Furniture,Furnishings,Eldon L Workstation Diamond Chairmat,34.78,6,0.2
3884,CA-2015-1298964,15/06/2015 0:00,20/06/2015 0:00,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",41.78,4,0.2
5916,US-2015-1269773,17/09/2015 0:00,23/09/2015 0:00,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,51.33,2,0.1
5918,US-2015-1269775,17/09/2015 0:00,23/09/2015 0:00,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",60,6,0.2
5919,US-2015-1269776,17/09/2015 0:00,23/09/2015 0:00,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,36,5,0.2
7255,CA-2016-1527302,30/05/2016 0:00,04/06/2016 0:00,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301,West,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",44.78,5,0
2952,CA-2017-1349153,12/11/2017 0:00,12/11/2017 0:00,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301,West,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,45.33,2,0.2
2953,CA-2017-1349154,12/11/2017 0:00,12/11/2017 0:00,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,85301,West,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45 x 53, Lip 25 x 12",65.78,2,0.2
6550,US-2015-1649661,30/07/2015 0:00,01/08/2015 0:00,GH-14410,Gary Hansen,Home Office,United States,Glendale,Arizona,85301,West,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",37.33,6,0
3854,US-2017-1318491,06/06/2017 0:00,10/06/2017 0:00,GH-14410,Gary Hansen,Home Office,United States,Glendale,Arizona,85301,West,FUR-FU-10004164,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",37.78,1,0
5158,CA-2017-1630062,30/06/2017 0:00,04/07/2017 0:00,GH-14410,Gary Hansen,Home Office,United States,Glendale,Arizona,85301,West,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,60.33,3,0.3
5159,CA-2017-1630063,30/06/2017 0:00,04/07/2017 0:00,GH-14410,Gary Hansen,Home Office,United States,Glendale,Arizona,85301,West,FUR-FU-10003799,Furniture,Furnishings,Seth Thomas 13 1/2 Wall Clock,27.78,2,0.6
808,CA-2015-1409211,03/02/2015 0:00,05/02/2015 0:00,AA-10375,Allen Armold,Consumer,United States,Mesa,Arizona,85204,West,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,20.78,2,0
7802,CA-2014-1436371,24/03/2014 0:00,29/03/2014 0:00,MS-17710,Maurice Satty,Consumer,United States,Mesa,Arizona,85204,West,FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",70.78,2,0
3955,CA-2014-1332281,04/04/2014 0:00,09/04/2014 0:00,MS-17710,Maurice Satty,Consumer,United States,Mesa,Arizona,85204,West,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,31.78,1,0
1275,CA-2016-1191862,26/05/2016 0:00,26/05/2016 0:00,MS-17710,Maurice Satty,Consumer,United States,Mesa,Arizona,85204,West,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,51.33,5,0.3
1909,CA-2015-1579591,03/02/2015 0:00,04/02/2015 0:00,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,37.78,4,0
3828,CA-2017-1417331,07/05/2017 0:00,11/05/2017 0:00,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,57.33,5,0
3829,CA-2017-1417332,07/05/2017 0:00,11/05/2017 0:00,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,59.33,1,0
3830,CA-2017-1417333,07/05/2017 0:00,11/05/2017 0:00,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,30.33,2,0
8116,CA-2017-1010141,29/08/2017 0:00,04/09/2017 0:00,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,FUR-FU-10003374,Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,50.78,3,0
9032,CA-2017-1280412,01/09/2017 0:00,01/09/2017 0:00,RW-19540,Rick Wilson,Corporate,United States,Mesa,Arizona,85204,West,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,19.33,4,0
6846,CA-2014-1475431,06/07/2014 0:00,12/07/2014 0:00,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,34.33,2,0.2
5278,CA-2014-1138591,13/09/2014 0:00,17/09/2014 0:00,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",37.33,6,0.3
8228,CA-2016-1230501,04/04/2016 0:00,08/04/2016 0:00,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",61.78,2,0
4646,CA-2016-1439101,12/08/2016 0:00,16/08/2016 0:00,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",33.33,2,0.1
3625,CA-2017-1135301,19/05/2017 0:00,21/05/2017 0:00,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",41.33,12,0.2
2309,US-2017-1204181,11/06/2017 0:00,12/06/2017 0:00,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,29.33,1,0.2
9104,CA-2015-1631813,07/11/2015 0:00,12/11/2015 0:00,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,85023,West,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,38.78,5,0.6
1410,US-2016-1222451,25/09/2016 0:00,30/09/2016 0:00,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,85023,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,33.33,3,0.5
2552,CA-2017-1010421,19/11/2017 0:00,23/11/2017 0:00,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,85023,West,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",48.78,6,0
2414,CA-2014-1512952,12/11/2014 0:00,16/11/2014 0:00,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,85023,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,33.33,3,0.2
8125,US-2017-1500701,07/09/2017 0:00,12/09/2017 0:00,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,85023,West,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,27.33,2,0.2
4533,CA-2014-1404031,10/10/2014 0:00,10/10/2014 0:00,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",33.33,3,0.2
463,CA-2016-1098691,22/04/2016 0:00,29/04/2016 0:00,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,25.78,5,0.2
464,CA-2016-1098692,22/04/2016 0:00,29/04/2016 0:00,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,51.33,6,0.5
1690,CA-2014-1428391,16/08/2014 0:00,20/08/2014 0:00,TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,39.33,6,0.4
9537,CA-2017-1241911,12/06/2017 0:00,14/06/2017 0:00,TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",42.78,3,0.6
2258,CA-2017-1052141,16/06/2017 0:00,19/06/2017 0:00,TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,35.33,7,0.2
4257,CA-2017-1631603,13/10/2017 0:00,16/10/2017 0:00,TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,17.78,3,0.6
9906,US-2015-1290071,13/09/2015 0:00,15/09/2015 0:00,KD-16615,Ken Dana,Corporate,United States,Scottsdale,Arizona,85254,West,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,20.78,7,0
9908,US-2015-1290073,13/09/2015 0:00,15/09/2015 0:00,KD-16615,Ken Dana,Corporate,United States,Scottsdale,Arizona,85254,West,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,34.33,3,0.2
9909,US-2015-1290074,13/09/2015 0:00,15/09/2015 0:00,KD-16615,Ken Dana,Corporate,United States,Scottsdale,Arizona,85254,West,FUR-FU-10002379,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,46.78,5,0
9910,US-2015-1290075,13/09/2015 0:00,15/09/2015 0:00,KD-16615,Ken Dana,Corporate,United States,Scottsdale,Arizona,85254,West,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,26.78,3,0
2542,CA-2016-1447921,30/04/2016 0:00,04/05/2016 0:00,KD-16615,Ken Dana,Corporate,United States,Scottsdale,Arizona,85254,West,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,30.78,7,0.2
3581,CA-2016-1041573,25/07/2016 0:00,29/07/2016 0:00,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254,West,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2H x 24W x 20D",48.33,8,0
6674,CA-2015-1355101,05/09/2015 0:00,12/09/2015 0:00,TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,West,FUR-FU-10000820,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,39.78,4,0
6880,CA-2015-1371131,01/12/2015 0:00,05/12/2015 0:00,TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,44.33,5,0.2
6882,CA-2015-1371133,01/12/2015 0:00,05/12/2015 0:00,TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,West,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,47.33,9,0
7731,CA-2017-1048501,13/06/2017 0:00,19/06/2017 0:00,TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Managers Task Chair, Khaki",45.33,4,0.2
7754,CA-2015-1583231,30/11/2015 0:00,03/12/2015 0:00,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,18.78,2,0.2
1368,US-2017-1554255,10/11/2017 0:00,11/11/2017 0:00,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,56.33,4,0.2
1761,CA-2015-1307851,05/09/2015 0:00,09/09/2015 0:00,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",61,4,0.15
1763,CA-2015-1307853,05/09/2015 0:00,09/09/2015 0:00,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",63,3,0.15
8187,CA-2015-1367282,13/09/2015 0:00,17/09/2015 0:00,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",29.33,4,0.3
4707,CA-2016-1584353,17/05/2016 0:00,18/05/2016 0:00,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,55.78,4,0
9162,CA-2016-1601081,08/12/2016 0:00,12/12/2016 0:00,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",54,7,0
9163,CA-2016-1601082,08/12/2016 0:00,12/12/2016 0:00,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,21.33,3,0
9335,CA-2017-1101981,01/05/2017 0:00,02/05/2017 0:00,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,32,3,0.2
6351,CA-2017-1615571,03/09/2017 0:00,08/09/2017 0:00,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,54.78,5,0.6
2103,CA-2014-1232951,18/07/2014 0:00,18/07/2014 0:00,AH-10120,Adrian Hane,Home Office,United States,Tucson,Arizona,85705,West,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,46.33,4,0.2
5659,CA-2016-1452615,18/12/2016 0:00,21/12/2016 0:00,AH-10120,Adrian Hane,Home Office,United States,Tucson,Arizona,85705,West,FUR-TA-10002530,Furniture,Tables,Iceberg OfficeWorks 42 Round Tables,34.33,5,0.5
2872,CA-2014-1480402,22/03/2014 0:00,26/03/2014 0:00,BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,85705,West,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,51.33,3,0.2
6816,CA-2014-1444141,17/06/2014 0:00,21/06/2014 0:00,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,85705,West,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,25.78,3,0
1522,CA-2015-1448061,06/12/2015 0:00,11/12/2015 0:00,GH-14425,Gary Hwang,Consumer,United States,Tucson,Arizona,85705,West,FUR-FU-10002253,Furniture,Furnishings,Howard Miller 13 Diameter Pewter Finish Round Wall Clock,54.78,6,0.2
8885,CA-2014-1073981,25/08/2014 0:00,30/08/2014 0:00,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,41.53,4,0.7
8886,CA-2014-1073982,25/08/2014 0:00,30/08/2014 0:00,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,38.53,3,0.7
8887,CA-2014-1073983,25/08/2014 0:00,30/08/2014 0:00,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",46.53,8,0.7
68,CA-2014-1063761,05/12/2014 0:00,10/12/2014 0:00,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",66.8,8,0.2
6354,US-2015-1090151,06/09/2015 0:00,12/09/2015 0:00,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,71.33,1,0
3720,CA-2016-1059001,17/09/2016 0:00,23/09/2016 0:00,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,33.8,5,0
4212,CA-2014-1664571,05/05/2014 0:00,09/05/2014 0:00,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,OFF-PA-10003016,Office Supplies,Paper,Adams While You Were Out Message Pads,36.67,3,0
4213,CA-2014-1664572,05/05/2014 0:00,09/05/2014 0:00,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,OFF-AR-10003651,Office Supplies,Art,Newell 350,9.8,2,0
4214,CA-2014-1664573,05/05/2014 0:00,09/05/2014 0:00,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,9.67,2,0
4821,CA-2015-1400251,07/04/2015 0:00,11/04/2015 0:00,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,34.33,8,0.8
3881,CA-2015-1298961,15/06/2015 0:00,20/06/2015 0:00,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,9.67,2,0.2
3882,CA-2015-1298962,15/06/2015 0:00,20/06/2015 0:00,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19 Vented Equipment Shelf, Black",38.53,2,0.2
5914,US-2015-1269771,17/09/2015 0:00,23/09/2015 0:00,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,32.53,5,0
5915,US-2015-1269772,17/09/2015 0:00,23/09/2015 0:00,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,OFF-LA-10002762,Office Supplies,Labels,Avery 485,8.6,7,0
